"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: bufferSize","Param: charset","Param: sizeInMb"
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"1,436769","0,180850","s/op",4096,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"2,616470","0,040712","s/op",4096,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,024425","0,002118","s/op",4096,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,276175","0,003008","s/op",4096,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"1,313704","0,011787","s/op",4096,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"2,615645","0,022844","s/op",4096,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,024288","0,001536","s/op",4096,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,279151","0,007024","s/op",4096,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"1,403785","0,147119","s/op",4096,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"2,510247","0,087014","s/op",4096,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,029951","0,000646","s/op",8192,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"0,288648","0,009161","s/op",8192,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_BufferedInputStream_ChannelInputStream","ss",1,10,"1,360132","0,022218","s/op",8192,UTF-8,500
