"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: bufferSize","Param: charset","Param: sizeInMb"
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,016435","0,000858","s/op",32768,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,289287","0,036550","s/op",32768,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,377614","0,225872","s/op",32768,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,388989","0,079455","s/op",32768,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,016118","0,000761","s/op",32768,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,270359","0,002258","s/op",32768,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,430133","0,178331","s/op",32768,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,483583","0,113482","s/op",32768,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,024388","0,000758","s/op",65536,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,271620","0,021331","s/op",65536,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,424813","0,250146","s/op",65536,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,484774","0,055932","s/op",65536,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,017046","0,001108","s/op",65536,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,256120","0,012165","s/op",65536,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,330483","0,046304","s/op",65536,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,427625","0,065592","s/op",65536,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,017079","0,000197","s/op",65536,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,273064","0,007461","s/op",65536,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,329928","0,067351","s/op",65536,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,429190","0,043699","s/op",65536,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,028163","0,002486","s/op",131072,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,311120","0,011376","s/op",131072,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,478088","0,075958","s/op",131072,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,837087","0,086999","s/op",131072,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,020602","0,002534","s/op",131072,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,326297","0,054445","s/op",131072,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,396064","0,027682","s/op",131072,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,734780","0,040920","s/op",131072,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,020834","0,002559","s/op",131072,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,333062","0,039980","s/op",131072,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,455728","0,060076","s/op",131072,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,750433","0,055779","s/op",131072,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,033064","0,002837","s/op",1048576,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,322263","0,006097","s/op",1048576,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,498581","0,036205","s/op",1048576,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,895568","0,130982","s/op",1048576,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,025180","0,000665","s/op",1048576,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,316404","0,002416","s/op",1048576,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,436654","0,020716","s/op",1048576,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,819268","0,055917","s/op",1048576,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,027435","0,003353","s/op",1048576,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,321415","0,009824","s/op",1048576,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,528673","0,068275","s/op",1048576,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,876327","0,143790","s/op",1048576,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,059439","0,001303","s/op",4194304,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,339838","0,010669","s/op",4194304,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,558331","0,049596","s/op",4194304,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,919948","0,030622","s/op",4194304,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,047991","0,001513","s/op",4194304,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,339800","0,008793","s/op",4194304,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,569716","0,069214","s/op",4194304,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,900986","0,068456","s/op",4194304,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,046540","0,001655","s/op",4194304,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,333997","0,022608","s/op",4194304,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"1,567005","0,070689","s/op",4194304,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,879893","0,047227","s/op",4194304,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,100160","0,005058","s/op",16777216,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,613808","0,024818","s/op",16777216,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,631424","0,341063","s/op",16777216,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"4,788307","0,250810","s/op",16777216,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,079213","0,003780","s/op",16777216,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,557874","0,044890","s/op",16777216,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,435442","0,097708","s/op",16777216,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"4,823342","0,276714","s/op",16777216,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,079010","0,005002","s/op",16777216,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,604212","0,027146","s/op",16777216,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,575820","0,132170","s/op",16777216,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"4,651960","0,064988","s/op",16777216,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,178060","0,073643","s/op",33554432,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,646268","0,054341","s/op",33554432,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,870352","0,119821","s/op",33554432,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"5,533006","0,170721","s/op",33554432,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,111850","0,010787","s/op",33554432,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,636363","0,039974","s/op",33554432,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,795158","0,055194","s/op",33554432,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"5,406211","0,172281","s/op",33554432,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,134196","0,065509","s/op",33554432,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"0,636589","0,047257","s/op",33554432,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"2,875658","0,112999","s/op",33554432,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ByteBuffer_ReadableByteChannel","ss",1,10,"5,495622","0,187693","s/op",33554432,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,034755","0,001654","s/op",1024,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,312250","0,016992","s/op",1024,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,528294","0,095719","s/op",1024,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,911890","0,146010","s/op",1024,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,026011","0,000427","s/op",1024,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,313847","0,003862","s/op",1024,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,511910","0,114799","s/op",1024,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,829532","0,030091","s/op",1024,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025091","0,001156","s/op",1024,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,321887","0,003180","s/op",1024,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,525591","0,068909","s/op",1024,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,873096","0,115928","s/op",1024,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,032182","0,001655","s/op",2048,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,327025","0,003851","s/op",2048,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,523277","0,037082","s/op",2048,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,835358","0,045066","s/op",2048,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025055","0,001382","s/op",2048,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,313362","0,006728","s/op",2048,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,625136","0,154058","s/op",2048,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,858986","0,119962","s/op",2048,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025369","0,000468","s/op",2048,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,315785","0,007674","s/op",2048,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,639867","0,115422","s/op",2048,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,921385","0,153648","s/op",2048,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,035432","0,002000","s/op",4096,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,327025","0,005056","s/op",4096,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,522184","0,077981","s/op",4096,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,830006","0,063841","s/op",4096,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,026048","0,000934","s/op",4096,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,312187","0,003054","s/op",4096,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,447307","0,018285","s/op",4096,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,826242","0,073781","s/op",4096,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025596","0,000970","s/op",4096,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,319520","0,002492","s/op",4096,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,550394","0,042924","s/op",4096,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,810372","0,054226","s/op",4096,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,034654","0,001509","s/op",8192,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,319369","0,002844","s/op",8192,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,536773","0,079321","s/op",8192,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,936848","0,131043","s/op",8192,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025299","0,001002","s/op",8192,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,315930","0,008540","s/op",8192,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,488189","0,056801","s/op",8192,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,800965","0,035107","s/op",8192,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025501","0,000991","s/op",8192,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,318165","0,003220","s/op",8192,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,529339","0,072795","s/op",8192,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,839684","0,024283","s/op",8192,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,034692","0,001710","s/op",16384,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,323282","0,007228","s/op",16384,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,547386","0,083023","s/op",16384,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,884783","0,040044","s/op",16384,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,024771","0,000918","s/op",16384,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,313498","0,008037","s/op",16384,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,535920","0,050674","s/op",16384,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,834986","0,089138","s/op",16384,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025304","0,001457","s/op",16384,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,316377","0,007997","s/op",16384,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,524579","0,086134","s/op",16384,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,858171","0,131076","s/op",16384,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,037217","0,004234","s/op",32768,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,320502","0,002903","s/op",32768,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,489304","0,075676","s/op",32768,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,883229","0,138855","s/op",32768,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025402","0,001763","s/op",32768,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,314866","0,009764","s/op",32768,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,497750","0,085168","s/op",32768,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,789331","0,041338","s/op",32768,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,024319","0,000740","s/op",32768,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,314412","0,004032","s/op",32768,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,434747","0,028440","s/op",32768,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,876202","0,091235","s/op",32768,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,035335","0,001925","s/op",65536,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,322238","0,004243","s/op",65536,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,501522","0,069546","s/op",65536,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,884622","0,049273","s/op",65536,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,026530","0,001031","s/op",65536,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,314872","0,003431","s/op",65536,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,449311","0,046676","s/op",65536,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,845151","0,060055","s/op",65536,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025745","0,000740","s/op",65536,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,310195","0,020873","s/op",65536,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,567037","0,047093","s/op",65536,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,883066","0,092730","s/op",65536,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,034443","0,003640","s/op",131072,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,328059","0,002488","s/op",131072,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,483374","0,058775","s/op",131072,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,911841","0,068219","s/op",131072,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,026179","0,000724","s/op",131072,ISO-8859-1,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,319727","0,003603","s/op",131072,ISO-8859-1,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,477108","0,060465","s/op",131072,ISO-8859-1,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,880093","0,151025","s/op",131072,ISO-8859-1,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,025573","0,001050","s/op",131072,US-ASCII,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,342464","0,036426","s/op",131072,US-ASCII,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,444482","0,061711","s/op",131072,US-ASCII,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,875095","0,047423","s/op",131072,US-ASCII,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,033152","0,001910","s/op",1048576,UTF-8,10
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,310466","0,020529","s/op",1048576,UTF-8,100
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"1,595225","0,025312","s/op",1048576,UTF-8,500
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"2,875971","0,059744","s/op",1048576,UTF-8,1000
"de.ims.icarus2.exp.io.ReadBenchmark.bytes_ChannelInputStream","ss",1,10,"0,024894","0,000435","s/op",1048576,ISO-8859-1,10
